Character,Sentence,Sentiment,Valence_Score,Emotions
ANTONY,. Where is he?,neutral,0.0,
ANTONY,". This is not Brutus, friend, but, I assure you,A prize no less in worth. Keep this man safe,Give him all kindness; I had rather haveSuch men my friends than enemies. Go on,And see wheer Brutus be alive or dead,And bring us word unto Octavius' tentHow everything is chanced.Exeunt.",positive,0.07291666666666666,positive
BRUTUS,". Come, poor remains of friends, rest on this rock.",negative,-0.2,positive
BRUTUS,". Sit thee down, Clitus. Slaying is the word:It is a deed in fashion. Hark thee, Clitus.Whispers.",negative,-0.038888888888888896,trust
BRUTUS,". Peace then, no words.",neutral,0.0,"anger, negative"
BRUTUS,". Hark thee, Dardanius.Whispers.",neutral,0.0,
BRUTUS,". Come hither, good Volumnius, list a word.",positive,0.35,"trust, positive"
BRUTUS,". Why, this, Volumnius:The ghost of Caesar hath appear'd to meTwo several times by night; at Sardis once,And this last night here in Philippi fields.I know my hour is come.",neutral,0.0,fear
BRUTUS,". Nay I am sure it is, Volumnius.Thou seest the world, Volumnius, how it goes;Our enemies have beat us to the pit;Low alarums.It is more worthy to leap in ourselvesThan tarry till they push us. Good Volumnius,Thou know'st that we two went to school together;Even for that our love of old, I prithee,Hold thou my sword-hilts, whilst I run on it.",positive,0.29259259259259257,"trust, positive"
BRUTUS,". Farewell to you, and you, and you, Volumnius.Strato, thou hast been all this while asleep;Farewell to thee too, Strato. Countrymen,My heart doth joy that yet in all my lifeI found no man but he was true to me.I shall have glory by this losing day,More than Octavius and Mark AntonyBy this vile conquest shall attain unto.So, fare you well at once, for Brutus' tongueHath almost ended his life's history.Night hangs upon mine eyes, my bones would restThat have but labor'd to attain this hour.Alarum. Cry within, ""Fly, fly, fly!""",positive,0.36041666666666666,"positive, joy"
BRUTUS,". Hence! I will follow.Exeunt Clitus, Dardanius, and Volumnius.I prithee, Strato, stay thou by thy lord.Thou art a fellow of a good respect;Thy life hath had some smatch of honor in it.Hold then my sword, and turn away thy face,While I do run upon it. Wilt thou, Strato?",positive,0.175,positive
BRUTUS,". Farewell, good Strato.Runs on his sword.Caesar, now be still;I kill'd not thee with half so good a will.Dies.Alarum. Retreat. Enter Octavius, Antony, Messala,Lucilius, and the Army.",positive,0.10277777777777779,"trust, surprise, positive, joy, anticipation"
ANTONY,". This was the noblest Roman of them all.All the conspirators, save only he,Did that they did in envy of great Caesar;He only, in a general honest thoughtAnd common good to all, made one of them.His life was gentle, and the elementsSo mix'd in him that Nature might stand upAnd say to all the world, ""This was a man!""",positive,0.13125,"trust, positive"
